videoId,author,text,publishedAt,likeCount,search_keyword,video_title,labelling
kdntbrfFoXI,@drinkwatering,1:03 hotman paris lagaknya mencurigakan 🤨,2025-05-07T22:56:17Z,5,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
01VzjUUJjkk,@adekurnia40,"Itukan baru usulan coba langsung berdiskusi sama KDM 
Eh MUI kerjanya apa sih lalu dapat gaji darimana 😂",2025-05-02T23:33:42Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
N4334GDH5N8,@adekurnia40,Itu kan baru usulan coba pak MUI langsung berdiskusi sama KDM biar transparan,2025-05-02T23:28:29Z,3,kritik vasektomi bansos,"Dedi Mulyadi Usul Vasektomi Jadi Syarat Bansos, MUI: Haram | OneNews Update",1
78rwe4E73vY,@fajarromadhon6383,"TV one itu klo mau undang narasumber lngsung gubernur nya dunk, biar jelas jng undang narasumber yg cuma teori aja",2025-05-06T15:59:15Z,1,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",1
01VzjUUJjkk,@ferygunawan2376,Ada negativenya juga kedepannya  penduduk orang Sunda asli akan lebih sedikit dari penduduk bukan asli Sunda. Dan kemungkinan besar  kepemimpinan politik akan beralih ke bukan pribumi sunda asli.,2025-05-03T11:27:18Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
jmqObvr_oAU,@nsdewata373,"Kmarin waktu vaksin covid termasuk pelanggaran HAM jg donk????
Orng dipaksa secara halus...klo tdk vaksin tdk dilayani administrasi nya mulai dr RT,,RW,CAMAT dst. Banyak yg vaksin malah efeknya gak baik..sering sakit-sakitan dan sakitnya lbh kebal dr sblmnya..gmna donk itu..klo di khususkan pasektomi bagi yg punya anak berlebihan dgn sukarela ya terserah..klo pemaksaan ya gk cocok..tp klo tdk sanggup pasektomi hrs ad perjanjian komitmen untuk memenuhi kebutuhan kluarganya..",2025-05-09T05:05:16Z,0,kritik vasektomi bansos,Komnas HAM Kritik Rencana Dedi Mulyadi Jadikan Vasektomi Syarat Terima Bansos: Langgar Hak Privasi,2
kdntbrfFoXI,@omien100,"Apa bedanya wanita yg di strelir ..
Tp gk pada ribut ?
Ini karena awam ilmu jadinya vasektomi di anggap sesuatu yg akan merugikan sexsual laki""",2025-05-13T08:18:09Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
SCYRHwcEdM0,@nurRizki-i4u,Halo bapak rk dmna wkwk,2025-05-14T08:53:03Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
kdntbrfFoXI,@assiktype5460,",,, KDM Sering turun langsung ke rakyat . Bahkan sampe ke pelosok2 kampung ...  ide  Vasektomi ini muncul karena rasa kasihan KDM kepada masa depan anak2 ,,, Jangan sampe sudah punya 2 atau 3 anak  tidak terawat dengan baik , terus bikin anak lagi ,,, Sebenarnya ini cara KDM supaya Ayah si anak fokus saja pada anak yg sudah di lahirkan , biayai dengan baik masa depan anak yg sudah ada ,,,, Tapi Elit Tidak mau tau , dan para elit hanya bicara dari meja , Para elit tidak pernah turun langsung ke Bawah ...",2025-05-07T22:56:04Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
vOAEsi2PJew,@RiossinagaRiossinaga,Betul pak maju truS,2025-05-02T12:40:54Z,0,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",2
01VzjUUJjkk,@hamsnurampe7874,"Mui, mh cumn taunya banyak anak banyak rejeki, ng tau yang di rasain kalau banyak anak telantar",2025-05-02T22:43:08Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
uVfeG1yLMHs,@aommuhtadi5606,Hukum dan aturan apapun kalau berbeda dengan KDM di bully netizen..,2025-05-04T13:06:50Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",3
cub7YIng3xM,@Viral_saiki,"Lagi2 rakyat akan di gunakan untuk objek uji coba .
Sempet suka ama kdm . Tapi setelah ini fix gak banget kdm ternyata orang sesat 😢😢😢",2025-05-05T19:07:36Z,0,vasektomi keluarga miskin,Vasektomi Haram? Hukum KB dan Hak Asasi Manusia! #shorts,3
uVfeG1yLMHs,@anthonyc5907,MUI itu fungsinya apa sih sbnernya selaen bikin cap halal? Serius nanya..,2025-05-04T10:49:30Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
tW-kXQBDbfI,@YuciAndriyani,Setuju jangan semua dibebankan pada perempuan,2025-05-04T01:39:57Z,19,vasektomi keluarga miskin,Respons Dedi Mulyadi Soal Fatwa MUI Jabar yang Haramkan Vasektomi sebagai Syarat Bansos,2
uVfeG1yLMHs,@ArMizan-k7s,Mui mudah d sogok,2025-05-04T07:48:15Z,1,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",2
kdntbrfFoXI,@ladida8349,"Suami saya vasektomi, hubungan tetap normal.",2025-05-08T07:08:52Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
tJ3hzgn6pVw,@RiaOfficialKerajinanTangan,"Vasektomi haram' Jika untk muslim, tpi warga jabar tdk 100% muslim kan.",2025-05-06T15:57:17Z,0,bansos syarat vasektomi,Dedi Mulyadi Tanggapi MUI yang Haramkan Vasektomi untuk Syarat Penerima Bansos: Program Ini Legal,1
uVfeG1yLMHs,@indrasatriapratama5425,"KPAI, KOMNAS HAM, SKRG MUI MAO PANSOS",2025-05-04T10:16:28Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",2
jmqObvr_oAU,@DedeBayhaji,Banyak bisa Ketua HAM,2025-05-02T09:47:56Z,0,kritik vasektomi bansos,Komnas HAM Kritik Rencana Dedi Mulyadi Jadikan Vasektomi Syarat Terima Bansos: Langgar Hak Privasi,2
1-Frn0a5H1o,@si_manis2796,Ini nonton video full dimana sih 😭🤣 sudah beli kontennya di noice kok gak bisa liat videonya. Gaptek banget,2025-05-16T14:54:20Z,8,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",2
I8KPAIUQLH0,@Opang001,"Ngomong doang kerja kgk lu pak,,KDM punya media dari dulu dari seblum jadi gubernur",2025-05-07T17:02:43Z,0,politik bansos vasektomi,"Gimmick Bansos, Dedi Mulyadi Langgar Undang Undang? #shorts",1
kdntbrfFoXI,@emiliamitaart7319,Saya cinta gurbernur KDM 😊 dan dr. Boycke kerenlah karna menyelamatkan kaum perempuan.,2025-05-08T09:30:48Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
1-Frn0a5H1o,@MuhammadDeri-g9w,"Pernah nonton film dimna si anak ingin nuntut ayah nya..
Karena apa??
Krn ayah nya malah membiarkan kaka & adik""nya yg masih kecil utk hidup miskin dan susah , apalgi dunia itu kejam.. gpp kita hidup susah setidak nya buatlah anak kita bahagia walau kita miskin , jgn biarkan mereka di paksa utk cari uang smpe ga sekolah dan menghilangkan hak hak anak",2025-05-17T02:19:43Z,0,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",1
78rwe4E73vY,@totosunarto7498,Masa Bahlil dijadikam samole.. Yayi kacaw,2025-05-07T14:28:07Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",2
kdntbrfFoXI,@lammm077,"ART saya istri sudah KB, karena suami terlalu strong, jadi anak.. dan menambah beban ekonomi keluarga.. karena TIDAK ADA pilihan lain.. dengan vasektomi, kemungkinan hamil akan bisa lebih rendah.. DUKUNG VASEKTOMI",2025-05-10T00:38:42Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
xEKAVRwwWIk,@sapari5926,"Apa apa hak hak...,",2025-05-02T14:17:17Z,0,vasektomi dedi mulyadi,Respons Warga Soal Ide Dedi Mulyadi Jadikan Vasektomi Syarat Bansos | AKIM tvOne,2
xEKAVRwwWIk,@SayfulanaSayful-ur6qj,kdm ga usah terlalu ngurus prifasi orang ga usah bikin konten konten yg ga perlu anda kan gubernur lebih baik ngurusin jln jln rusak bikin lapangan pekerjaan spya ga banyak kemuskinan ..,2025-05-04T16:03:44Z,1,vasektomi dedi mulyadi,Respons Warga Soal Ide Dedi Mulyadi Jadikan Vasektomi Syarat Bansos | AKIM tvOne,3
jysHHJVOTlA,@budiokey7556,"Apa apaan ni DM, gak paham nih 🤔",2025-05-01T13:09:21Z,0,kritik vasektomi bansos,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos  #shorts,3
kdntbrfFoXI,@resepdapur2291,Loh lantas klow perempuan KB itu bukan dr Hak manusia????? Hemmmmmm,2025-05-10T03:20:54Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@umarnadi9393,"Pemikiran si ibu ham ini gimana sih, itukan bukan paksaan, kalo emang si warga ini miskin dan tidak mampu ya jangan bikin anak se enak nya, contoh paling sederhana aja, satu keluarga ini miskin, sekolah pun gk bisa, cari makan aja susah, masa bikin anak teruss, ujung² nya demo ke pemerintah karna bahan pokok mahal , sekolah mahal, lah??? Mikir dong bu, makanya kerja nya turun ke lapangan, lihat keadaan langsung ,jangan teori terus di keluarkan,, pun di syarat pak dedi itu bagus banget dan tidak memaksa, klo dia tidak mau vasektomi dan ingin nambah terus anak berarti dia mampu, justru ini bentuk perhatian pemerintah ke warga nya yg kurang mampu, karna nambah anak itu biaya nya besar loh buu, kalo nambah anak pengeluaran harian nya tambah besar tp pemasukan nya sedikit krna dia tidak mampuuu",2025-05-11T06:00:03Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
kdntbrfFoXI,@Cliperrandom-i7t,Bubarkan ham,2025-05-09T05:14:13Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@nissa7287,"memang harus dipaksa untuk KB untuk mengendalikan kelahiran, sehingga dampak lebih jauhnya lagi bisa mengurangi  angka kemisikinan. dan memang kebanyakan masyarakat indonesia kurang informasi",2025-05-08T04:22:32Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
uVfeG1yLMHs,@rickynugraha2810,Lebih baik Vasektomi drpda melahirkan generasi2 miskin,2025-05-04T08:26:00Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
kdntbrfFoXI,@srigalaKehausan,"sebenrnya simpel, kalo ga mau vasektomi = jangan terima bansos. Jangan ngemis ke pemerintah.",2025-05-27T09:05:04Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
EJNMlD8KSH0,@mariamavi6769,"Vaksim, KB, Vasektomi adalah hal yg dilakukan dgn sukarela bukan paksaan.
Ga boleh kalo kayak gini dipaksakan.
Masih ada kondom kok kalau mau buat pencegahan kehamilan.",2025-04-30T02:23:59Z,2,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,1
01VzjUUJjkk,@diana_ys7807,"Setuju,itu kalo anak udh 3-5 apalagi 10 ya udah sih di vasektomi ,kalo lu banyak duit sih Terserah mau 20 juga,
UDAH MISKIN banyak anak  RIBETIN PEMERINTAH😂😂😂",2025-05-02T12:30:00Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
kdntbrfFoXI,@vandy_sinatra,Yg mau vasektomi silahkan . Yg engga mau silahkan. Jgn ada paksaan,2025-05-12T04:26:36Z,1,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
9hftVfkxJjY,@UjangUsman-y5c,Jangan hiraokan yg kritik kritik gk memberi solusi yg kongkrit mereka panas dingin kelak jika KDM bisa RI...habislah mereka yg sok sokan mewakili rakyat. Lanjut KDM topppp👍👍👍👍👍,2025-05-05T06:08:38Z,0,bansos syarat vasektomi,Sederet Tokoh Kecam Dedi Mulyadi soal Usulan Vasektomi Syarat Bansos: Gak Boleh Bikin Aturan Sendiri,1
EJNMlD8KSH0,@Terataiyangberlumpur,Bner banyak bet ank.. pdahal gk bisa menghidupi mereka😢😢.. sekarang zaman ekonomi bukan😢😢,2025-04-29T12:52:03Z,3,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,1
EJNMlD8KSH0,@LisaLiu-r4l,"Sangat setuju,biar kemiskinan bisa dikendalikan dan ga jadi over populated jg di indonesia🙏",2025-04-30T03:19:56Z,3,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,1
kdntbrfFoXI,@samasick1973,"Ham yg ini lagi....hah
Kan ibu ini g ngerti bukan masalah kelompok tertentu.
Ini biar yg kurangmampu tidak memunculkan kemiskinan akut.
Yg kaya suitnya banyak",2025-05-07T19:00:28Z,32,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
xEKAVRwwWIk,@darunh9881,"Suwe suwe tanbah ndodro, ora etok bansos rak patheken nek kon kudu vasektomi.",2025-05-03T10:33:16Z,0,vasektomi dedi mulyadi,Respons Warga Soal Ide Dedi Mulyadi Jadikan Vasektomi Syarat Bansos | AKIM tvOne,3
kdntbrfFoXI,@natarenata7245,HAM pas...,2025-05-12T08:21:28Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
xEKAVRwwWIk,@kehedbirdfarm,"Jangan ngarepin BANSOS doang atuh... Keluarlah dr mental Bansos..  kadang susah juga, dilema, klo ga di kerasin banyak mlengosnya mental rakyat ri itu.. mudah²n ada solusi yg lebih tepat lagi dr pemprov",2025-05-05T02:27:55Z,0,vasektomi dedi mulyadi,Respons Warga Soal Ide Dedi Mulyadi Jadikan Vasektomi Syarat Bansos | AKIM tvOne,1
kdntbrfFoXI,@DtyaTya-o6t,"HAI BU... 
IYAHLAH KE ORANG KURANG MAMPU DI HARUSKAN PASEKTOMI NYA(UNTUK SEGELINTIR ORANG)... KARNA ORANG KAYA GAK AKAN KEKURANGAN EKONOMI..",2025-05-11T01:10:03Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
uVfeG1yLMHs,@RifkiYustiyar,Jangan coba² nyerang kebijakan KDM ya ....nnti kamu di rujak abis²an ...di belakamg KDM ada rakyat jabar ❤,2025-05-04T16:48:27Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
SCYRHwcEdM0,@marianhanimh,16:25 Lho...kaget dah manggil Hallo Bapak RK dimana? 🤣🤣,2025-05-07T15:50:50Z,1,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
N4334GDH5N8,@ABDUH-nunu,KENAPA INI DEDI MUL JADI TAKABUR,2025-05-02T19:31:44Z,1,kritik vasektomi bansos,"Dedi Mulyadi Usul Vasektomi Jadi Syarat Bansos, MUI: Haram | OneNews Update",3
1-Frn0a5H1o,@safingulanam3658,7:06 hukuman Romawi satttt😂,2025-05-18T03:03:55Z,1,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",2
0sDqLamPQYQ,@rifaatus,"Kalau saya khusus nya  GX butuh bangsos karena saya ingin anak yang bayak
Angaran bansos bisa menjadi cemburu sosial",2025-05-06T13:22:29Z,2,politik bansos vasektomi,"Usai Gaduh, Dedi Mulyadi Klarifikasi Penerima Bansos Tak Harus Vasektomi",3
kdntbrfFoXI,@Adem-zp6zt,"Simpel kan, itu bagi laki""  yg punya anak lebih dari 2 ,,  tapi kalau mampu gak papa ,,yg takut sudah miskin banyak anak kan tolol",2025-05-10T15:18:56Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
01VzjUUJjkk,@safikpayu2527,KDMbagus utk hal konten dan program bawah TAPI SERING NGAWUR DI AGAMA  DAN BEBERAPA KEBIJAKAN .. smg dia INSTROSPEKSI DIRI BIAR GAK RIYAK,2025-05-03T01:07:20Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
kdntbrfFoXI,@TetehLili-o8h,Ibu justru klu dpt bansos hrus tau diri jangan bnyk ank jika g di paksa trus beranak Bu tmbh sengsara,2025-05-10T02:59:31Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
2KQbCxFT3Qo,@HeadlocK19,"Kalau syarat bansos harus vasektomi, itu bukan solusi tapi manipulasi. Tujuan mengurangi kemiskinan dan populasi berlebih memang bagus, tapi cara ini ekstrem dan melanggar hak dasar manusia.
Vasektomi itu permanen, dan nggak sebanding dengan nilai bansos yang cuma bantu sementara.
Yang dibutuhkan rakyat miskin itu edukasi seks, akses KB yang adil, dan lapangan kerja. Bukan paksaan terselubung yang memanfaatkan keadaan mereka yang serba kekurangan. Negara harusnya ngasih pilihan, bukan jebakan. Karena ketika orang dipaksa milih antara perut hari ini atau masa depan yang nggak bisa diputar ulang, itu bukan bantuan—itu penindasan.",2025-05-05T10:39:34Z,1,kritik vasektomi bansos,"Kritik Rencana Dedi Mulyadi Jadikan Vasektomi Syarat Terima Bansos,Komnas HAM: Langgar Hak Privasi",3
XZz_wbi_Lfg,@vivopasid5381,Orang cuma Molang (modal lato lato doang)... Kata kasarnya mokondo...,2025-05-12T00:23:44Z,0,vasektomi bansos,"Dedi Mulyadi Usul Vasektomi Jadi Syarat Bansos, Seperti Apa Metodenya? #hotroom",1
78rwe4E73vY,@ganolanganol6310,Sdm rendah pendekatannya harus dari hati ke hati ..,2025-05-06T17:12:04Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",2
SCYRHwcEdM0,@MichailAgustusSolomonic,"Kalau KDM lihat ini coba Bapak Aing tiru strategi Worldcoin. Worldcoin dengan iming-iming 800rb warga berbondong2 ""ditipu"" untuk diambil scan iris mata. NAH kan bansos bukan tipu2 nih~ jadi khususkan aja syarat vasektomi agar mendapatkan dana lebih, mungkin hingga 3x dari basis bansos normal. Yang di vasektomi dapat GEDE bansosnya, yang ogah vasekomi ya bansosnya biasa aja lah~",2025-05-08T07:54:18Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",1
01VzjUUJjkk,@ardipratama8856,Trs gimna cara MUI menyelesaikan persoalan ini ??   😂,2025-05-02T14:49:54Z,19,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
kdntbrfFoXI,@TheNewbeeforever,3:52 😂,2025-05-17T09:28:39Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
uVfeG1yLMHs,@Romi-b2h,"Vasektomi haram,
KB harus haram
Kondom jg haram

😂😂😂",2025-05-04T23:56:38Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
vOAEsi2PJew,@dhanitj6091,"Niat KDM bagus, agar orang miskin jgn punya anak lebih dari 3 orang",2025-05-02T07:19:37Z,0,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",1
xEKAVRwwWIk,@kukurunyuk6821,"kalau orang waras mikir nya punya anak itu mesti bahagia segala kebutuhan di masa depan dipikirkan

orang miskin crot tiap tahun nambah anak ga di urus ujung2 nya jadi kriminal",2025-05-02T18:50:23Z,0,vasektomi dedi mulyadi,Respons Warga Soal Ide Dedi Mulyadi Jadikan Vasektomi Syarat Bansos | AKIM tvOne,1
kdntbrfFoXI,@srimulyati8968,Zaman dulu juga laki laki yg kb,2025-05-12T06:47:33Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
h-nZhyDpDqA,@uzwachannel214,Agama KDM itu apa ya?,2025-05-05T13:30:21Z,0,vasektomi bansos,MUI Tanggapi Polemik Vasektomi Sebagai Syarat Bansos | Kabar Utama Pagi tvOne,3
78rwe4E73vY,@Leo74Farida,Vasektomi saya setuju tp berbicara tentang bansos saya janda usia 50 th py anak 3 dan cucu 1 hidup pindah pindah kontrakan tak pernah dapet bansos..JD setuju vasektomi pasti pria yang masih kuat bekerja dan hrs menafkahi keluarganya.. otomatis bansos jatuhnya harusnya pada manula or wanita janda itu lebih valid bansosnya,2025-05-06T16:47:59Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",1
01VzjUUJjkk,@nurjatikusuma8305,"Kalo MUI mengharamkan .kdm tetap melanjutkan. Kami warga jabar siap, tdk mendukung KDM.",2025-05-05T04:44:48Z,7,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
01VzjUUJjkk,@badzawofficial2645,"Haram pak. abong BPK aing duda,😂",2025-05-02T11:28:35Z,1,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
01VzjUUJjkk,@monoofficial,"Kalo KB haram, harus nya MUI kasih solusi biar masyarakat ga miskin karena kebanyakan Anak.
Kalo orang kaya banyak anak, mungkin ga masalah,kalo orang miskin banyak anak,kan jadi masalah sosial.",2025-05-03T02:01:12Z,10,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
kdntbrfFoXI,@eriksudiyono9974,"Hebat metro tv
Berani ambil sudut pandang positif vasektomi",2025-05-08T01:08:05Z,12,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
kdntbrfFoXI,@aditea4253,"Masih di bahas kan dah jelas kdm bilang vasektomi bukan sarat bansos
Telat upload ya
Suami hidung belang semangat dengar dokter boyke",2025-05-07T23:46:32Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,3
kdntbrfFoXI,@agnesminarni9117,"Yg menolak program vasektomi KDM, coba suruh dia yg kasih makan dan bantu keluarga nya sekolah anak anak nya  ngomong doank mengkritik tapi gak bisa kasih solusi",2025-05-12T04:20:25Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
kdntbrfFoXI,@rizalfahmiriawan6761,"Kalo Vasektomi melanggar ham berarti KB bagi perempuan jg melanggar ham, efek kb bagi perempuan itu luar biasa gak enak, saya kb suntik 3 bln krn msih menyusui, byangkan bagaimana rasanya tdk punya nafsu, tp wajib melayani suami, krn tdk nafsu jd sakit sperti diperk*sa, apalagi jahitan waktu melahirkan banyak sekali. Saya sampai pgen steril, tp blm bs krn blm 30 dan anak msih 1.",2025-05-08T07:16:58Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
vOAEsi2PJew,@ArimMaulana-c2s,Jika sudah di pasang lalu mau punya anak lagi apa bisa..,2025-05-11T06:06:34Z,0,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",2
